school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,Richmond County,Cross Creek High School,Students without Disability,232,203,29,0.875,0.125
2019-20,District,Grady County,All Column Values,Students without Disability,233,216,17,0.927038627,0.072961373
2019-20,School,Barrow County,Winder-Barrow High School,Male,233,195,38,0.836909871,0.163090129
2019-20,School,Coweta County,East Coweta High School,Economically Disadvantaged,233,201,32,0.862660944,0.137339056
2019-20,School,Fayette County,Whitewater High School,White,233,223,10,0.957081545,0.042918455
2019-20,School,Fulton County,Centennial High School,Male,233,194,39,0.832618026,0.167381974
2019-20,School,Grady County,Cairo High School,Students without Disability,233,216,17,0.927038627,0.072961373
2019-20,School,Gwinnett County,Archer High School,White,233,219,14,0.939914163,0.060085837
2019-20,District,Lee County,All Column Values,Female,234,220,14,0.94017094,0.05982906
2019-20,School,Savannah-Chatham County,Windsor Forest High School,All Students,234,213,21,0.91025641,0.08974359
2019-20,School,Columbia County,Evans High School,Male,234,201,33,0.858974359,0.141025641
2019-20,School,Newton County,Alcovy High School,Female,234,222,12,0.948717949,0.051282051
2019-20,District,Pike County,All Column Values,Students without Disability,235,225,10,0.957446809,0.042553191
2019-20,District,Carrollton City,All Column Values,Not Economically Disadvantaged,235,224,11,0.953191489,0.046808511
2019-20,School,Gwinnett County,Collins Hill High School,Hispanic,235,192,43,0.817021277,0.182978723
2019-20,School,Gwinnett County,Duluth High School,Hispanic,235,184,51,0.782978723,0.217021277
2019-20,School,Hall County,Flowery Branch High,White,235,227,8,0.965957447,0.034042553
2019-20,School,Paulding County,Paulding County High School,White,235,214,21,0.910638298,0.089361702
2019-20,School,Pike County,Pike County High School,All Students,235,226,9,0.961702128,0.038297872
2019-20,School,Walker County,Ridgeland High School,White,235,217,18,0.923404255,0.076595745
2019-20,School,Carrollton City,Carrollton High School,Not Economically Disadvantaged,235,224,11,0.953191489,0.046808511
2019-20,District,Lowndes County,All Column Values,Economically Disadvantaged,236,212,24,0.898305085,0.101694915
2019-20,School,DeKalb County,Dunwoody High School,Female,236,225,11,0.953389831,0.046610169
2019-20,School,Fulton County,Northview High School,Asian/Pacific Islander,236,229,7,0.970338983,0.029661017
2019-20,School,Fulton County,Northview High School,Male,236,226,10,0.957627119,0.042372881
2019-20,School,Henry County,McDonough High School,Students without Disability,236,214,22,0.906779661,0.093220339
2019-20,School,Houston County,Houston County High School,White,236,233,3,0.987288136,0.012711864
2019-20,School,Lowndes County,Lowndes High School,Economically Disadvantaged,236,212,24,0.898305085,0.101694915
2019-20,School,Polk County,Rockmart High School,All Students,236,215,21,0.911016949,0.088983051
2019-20,School,Polk County,Rockmart High School,Economically Disadvantaged,236,215,21,0.911016949,0.088983051
2019-20,District,Butts County,All Column Values,All Students,237,208,29,0.877637131,0.122362869
2019-20,District,Butts County,All Column Values,Economically Disadvantaged,237,208,29,0.877637131,0.122362869
2019-20,School,Butts County,Jackson High School,All Students,237,208,29,0.877637131,0.122362869
2019-20,School,Butts County,Jackson High School,Economically Disadvantaged,237,208,29,0.877637131,0.122362869
2019-20,School,Cobb County,Kennesaw Mountain High School,Female,237,219,18,0.924050633,0.075949367
2019-20,School,Coweta County,Newnan High School,Female,237,228,9,0.962025316,0.037974684
2019-20,School,DeKalb County,Columbia High School,Black,237,182,55,0.767932489,0.232067511
2019-20,School,Fayette County,Sandy Creek High School,Students without Disability,237,208,29,0.877637131,0.122362869
2019-20,School,Fulton County,Westlake High School,Economically Disadvantaged,237,224,13,0.945147679,0.054852321
2019-20,School,Gwinnett County,Norcross High School,Black,237,195,42,0.82278481,0.17721519
2019-20,School,Oconee County,Oconee County High School,Not Economically Disadvantaged,237,232,5,0.978902954,0.021097046
2019-20,School,Richmond County,Hephzibah High School,Students without Disability,237,198,39,0.835443038,0.164556962
2019-20,School,Barrow County,Apalachee High School,White,238,211,27,0.886554622,0.113445378
2019-20,School,Cherokee County,Creekview High School,Male,238,228,10,0.957983193,0.042016807
2019-20,District,Dawson County,All Column Values,White,239,229,10,0.958158996,0.041841004
2019-20,District,Pike County,All Column Values,White,239,227,12,0.949790795,0.050209205
2019-20,District,Atlanta Public Schools,All Column Values,Hispanic,239,198,41,0.828451883,0.171548117
2019-20,School,Cherokee County,Sequoyah High School,Male,239,212,27,0.887029289,0.112970711
2019-20,School,Clayton County,Mount Zion High School,All Students,239,210,29,0.878661088,0.121338912
2019-20,School,Clayton County,Mount Zion High School,Economically Disadvantaged,239,210,29,0.878661088,0.121338912
2019-20,School,Cobb County,Kennesaw Mountain High School,Male,239,214,25,0.89539749,0.10460251
2019-20,School,Cobb County,Pope High School,Female,239,231,8,0.966527197,0.033472803
2019-20,School,Dawson County,Dawson County High School,White,239,229,10,0.958158996,0.041841004
2019-20,School,Douglas County,Lithia Springs Comprehensive High School,Black,239,212,27,0.887029289,0.112970711
2019-20,School,Glynn County,Glynn Academy,Female,239,234,5,0.979079498,0.020920502
2019-20,School,Gwinnett County,Archer High School,Economically Disadvantaged,239,201,38,0.841004184,0.158995816
2019-20,School,Rockdale County,Salem High School,Black,239,205,34,0.857740586,0.142259414
2019-20,School,Whitfield County,Coahulla Creek High School,All Students,239,229,10,0.958158996,0.041841004
2019-20,School,Atlanta Public Schools,Douglass High School,All Students,239,183,56,0.765690377,0.234309623
2019-20,School,Atlanta Public Schools,Douglass High School,Economically Disadvantaged,239,183,56,0.765690377,0.234309623
2019-20,School,Cobb County,Osborne High School,Female,240,189,51,0.7875,0.2125
2019-20,School,DeKalb County,Tucker High School,Economically Disadvantaged,240,186,54,0.775,0.225
2019-20,School,Gwinnett County,Peachtree Ridge High School,Black,240,223,17,0.929166667,0.070833333
2019-20,School,Hall County,East Hall High School,Students without Disability,240,221,19,0.920833333,0.079166667
2019-20,District,Jackson County,All Column Values,Male,241,216,25,0.89626556,0.10373444
2019-20,District,McDuffie County,All Column Values,Students without Disability,241,201,40,0.834024896,0.165975104
2019-20,School,Barrow County,Winder-Barrow High School,White,241,205,36,0.850622407,0.149377593
2019-20,School,Bartow County,Woodland High School,White,241,221,20,0.917012448,0.082987552
2019-20,School,Bibb County,Central High School,Black,241,199,42,0.825726141,0.174273859
2019-20,School,Gordon County,Sonoraville High School,White,241,227,14,0.941908714,0.058091286
2019-20,School,McDuffie County,Thomson High School,Students without Disability,241,201,40,0.834024896,0.165975104
2019-20,School,Muscogee County,Shaw High School,Students without Disability,241,220,21,0.912863071,0.087136929
2019-20,District,Coffee County,All Column Values,Female,242,227,15,0.938016529,0.061983471
2019-20,District,Franklin County,All Column Values,Students without Disability,242,227,15,0.938016529,0.061983471
2019-20,District,Long County,All Column Values,All Students,242,214,28,0.884297521,0.115702479
2019-20,District,Jefferson City,All Column Values,Not Economically Disadvantaged,242,242,0,1,0
2019-20,District,Valdosta City,All Column Values,Female,242,227,15,0.938016529,0.061983471
2019-20,School,Cobb County,North Cobb High School,White,242,223,19,0.921487603,0.078512397
2019-20,School,Douglas County,Lithia Springs Comprehensive High School,Male,242,200,42,0.826446281,0.173553719
2019-20,School,Franklin County,Franklin County High School,Students without Disability,242,227,15,0.938016529,0.061983471
2019-20,School,Houston County,Veterans High School,White,242,234,8,0.966942149,0.033057851
2019-20,School,Long County,Long County High School,All Students,242,214,28,0.884297521,0.115702479
2019-20,School,Jefferson City,Jefferson High School,Not Economically Disadvantaged,242,242,0,1,0
2019-20,School,Valdosta City,Valdosta High School,Female,242,227,15,0.938016529,0.061983471
2019-20,School,Colquitt County,Colquitt County High School,White,243,220,23,0.905349794,0.094650206
2019-20,School,Fulton County,Cambridge High School,Female,243,239,4,0.983539095,0.016460905
2019-20,School,Fulton County,Alpharetta High School,White,243,236,7,0.971193416,0.028806584
2019-20,School,Henry County,McDonough High School,Black,243,213,30,0.87654321,0.12345679
2019-20,School,Jackson County,Jackson County Comprehensive High School,Students without Disability,243,226,17,0.930041152,0.069958848
2019-20,School,Oconee County,North Oconee High School,White,243,239,4,0.983539095,0.016460905
2019-20,School,Cobb County,Lassiter High School,Male,244,237,7,0.971311475,0.028688525
2019-20,School,DeKalb County,Cedar Grove High School,Students without Disability,244,209,35,0.856557377,0.143442623
2019-20,School,DeKalb County,Lithonia High School,Economically Disadvantaged,244,204,40,0.836065574,0.163934426
2019-20,School,Gwinnett County,Brookwood High School,Economically Disadvantaged,244,220,24,0.901639344,0.098360656
2019-20,School,Gwinnett County,South Gwinnett High School,Not Economically Disadvantaged,244,201,43,0.823770492,0.176229508
2019-20,School,Gwinnett County,Dacula High School,Female,244,223,21,0.913934426,0.086065574
2019-20,School,Hall County,West Hall High School,Students without Disability,244,235,9,0.963114754,0.036885246
2019-20,District,Emanuel County,All Column Values,Students without Disability,245,207,38,0.844897959,0.155102041
2019-20,District,Gordon County,All Column Values,Female,245,234,11,0.955102041,0.044897959
2019-20,District,Lumpkin County,All Column Values,All Students,245,237,8,0.967346939,0.032653061
2019-20,School,Fulton County,Skyview High School,Black,245,22,223,0.089795918,0.910204082
2019-20,School,Gwinnett County,Brookwood High School,Black,245,232,13,0.946938776,0.053061224
2019-20,School,Hall County,Johnson High School,Hispanic,245,216,29,0.881632653,0.118367347
2019-20,School,Lumpkin County,Lumpkin County High School,All Students,245,237,8,0.967346939,0.032653061
2019-20,School,Sumter County,Americus Sumter High School (Old Americus-Sumter HS S),All Students,245,232,13,0.946938776,0.053061224
2019-20,School,Sumter County,Americus Sumter High School (Old Americus-Sumter HS S),Economically Disadvantaged,245,232,13,0.946938776,0.053061224
2019-20,District,Colquitt County,All Column Values,White,246,220,26,0.894308943,0.105691057
2019-20,District,Habersham County,All Column Values,Male,246,235,11,0.955284553,0.044715447
2019-20,District,Richmond County,All Column Values,Students with Disability,246,165,81,0.670731707,0.329268293
2019-20,District,Stephens County,All Column Values,All Students,246,231,15,0.93902439,0.06097561
2019-20,School,DeKalb County,Dunwoody High School,White,246,239,7,0.971544715,0.028455285
2019-20,School,Stephens County,Stephens County High School,All Students,246,231,15,0.93902439,0.06097561
2019-20,School,White County,White County High School,All Students,246,233,13,0.947154472,0.052845528
2019-20,District,Gordon County,All Column Values,Male,247,226,21,0.914979757,0.085020243
2019-20,District,Jones County,All Column Values,Not Economically Disadvantaged,247,229,18,0.927125506,0.072874494
2019-20,District,Madison County,All Column Values,Students without Disability,247,239,8,0.967611336,0.032388664
2019-20,District,Worth County,All Column Values,Economically Disadvantaged,247,191,56,0.773279352,0.226720648
2019-20,School,Savannah-Chatham County,Beach High School,All Students,247,199,48,0.805668016,0.194331984
2019-20,School,Savannah-Chatham County,Jenkins High School,Students without Disability,247,221,26,0.894736842,0.105263158
2019-20,School,Cobb County,Pebblebrook High School,Hispanic,247,153,94,0.619433198,0.380566802
2019-20,School,DeKalb County,Stephenson High School,Economically Disadvantaged,247,204,43,0.825910931,0.174089069
2019-20,School,Jones County,Jones County High School,Not Economically Disadvantaged,247,229,18,0.927125506,0.072874494
2019-20,School,Madison County,Madison County High School,Students without Disability,247,239,8,0.967611336,0.032388664
2019-20,School,Catoosa County,Heritage High School,Not Economically Disadvantaged,248,233,15,0.939516129,0.060483871
2019-20,School,Gwinnett County,Central Gwinnett High School,Female,248,200,48,0.806451613,0.193548387
2019-20,School,Gwinnett County,Dacula High School,Male,248,221,27,0.891129032,0.108870968
2019-20,School,Hall County,North Hall High School,White,248,233,15,0.939516129,0.060483871
2019-20,School,Houston County,Houston County High School,Male,248,241,7,0.971774194,0.028225806
2019-20,School,Muscogee County,Hardaway High School,Students without Disability,248,233,15,0.939516129,0.060483871
2019-20,School,Oconee County,Oconee County High School,Students without Disability,248,241,7,0.971774194,0.028225806
2019-20,School,Griffin-Spalding County,Griffin High School,Economically Disadvantaged,248,223,25,0.899193548,0.100806452
2019-20,District,Brantley County,All Column Values,All Students,249,235,14,0.9437751,0.0562249
2019-20,District,Brantley County,All Column Values,Economically Disadvantaged,249,235,14,0.9437751,0.0562249
2019-20,District,Habersham County,All Column Values,Economically Disadvantaged,249,232,17,0.931726908,0.068273092
2019-20,District,White County,All Column Values,All Students,249,233,16,0.935742972,0.064257028
2019-20,School,Bibb County,Central High School,Students without Disability,249,208,41,0.835341365,0.164658635
2019-20,School,Brantley County,Brantley County High School,All Students,249,235,14,0.9437751,0.0562249
2019-20,School,Brantley County,Brantley County High School,Economically Disadvantaged,249,235,14,0.9437751,0.0562249
2019-20,School,Cobb County,South Cobb High School,Male,249,188,61,0.75502008,0.24497992
2019-20,School,Columbia County,Grovetown High School,Male,249,205,44,0.823293173,0.176706827
2019-20,School,Coweta County,Newnan High School,Male,249,221,28,0.887550201,0.112449799
2019-20,District,Marietta City,All Column Values,Hispanic,250,180,70,0.72,0.28
2019-20,School,Catoosa County,Ringgold High School,White,250,238,12,0.952,0.048
2019-20,School,Cobb County,Campbell High School,Hispanic,250,202,48,0.808,0.192
2019-20,School,Colquitt County,Colquitt County High School,Female,250,229,21,0.916,0.084
2019-20,School,Columbia County,Harlem High School,Students without Disability,250,235,15,0.94,0.06
2019-20,School,Douglas County,Alexander High School,White,250,237,13,0.948,0.052
2019-20,School,Newton County,Alcovy High School,Male,250,207,43,0.828,0.172
2019-20,School,Marietta City,Marietta High School,Hispanic,250,180,70,0.72,0.28
2019-20,District,Jackson County,All Column Values,Female,251,244,7,0.972111554,0.027888446
2019-20,School,Fayette County,McIntosh High School,White,251,241,10,0.960159363,0.039840637
2019-20,School,Fulton County,Johns Creek High School,Female,251,245,6,0.976095618,0.023904382
2019-20,School,Richmond County,Performance Learning Center,Students without Disability,251,61,190,0.243027888,0.756972112
2019-20,District,Colquitt County,All Column Values,Female,252,229,23,0.908730159,0.091269841
2019-20,District,Calhoun City,All Column Values,Students without Disability,252,252,0,1,0
2019-20,School,Bibb County,Westside High School,Black,252,184,68,0.73015873,0.26984127
2019-20,School,Savannah-Chatham County,Islands High School,All Students,252,237,15,0.94047619,0.05952381
2019-20,School,Clayton County,Riverdale High School,All Students,252,218,34,0.865079365,0.134920635
2019-20,School,Clayton County,Riverdale High School,Economically Disadvantaged,252,218,34,0.865079365,0.134920635
2019-20,School,DeKalb County,Columbia High School,All Students,252,194,58,0.76984127,0.23015873
2019-20,School,DeKalb County,Columbia High School,Economically Disadvantaged,252,194,58,0.76984127,0.23015873
2019-20,School,DeKalb County,Lakeside High School,Male,252,208,44,0.825396825,0.174603175
2019-20,School,Fulton County,Alpharetta High School,Male,252,241,11,0.956349206,0.043650794
2019-20,School,Liberty County,Liberty County High School,All Students,252,237,15,0.94047619,0.05952381
2019-20,School,Rockdale County,Salem High School,Students without Disability,252,215,37,0.853174603,0.146825397
2019-20,School,Calhoun City,Calhoun High School,Students without Disability,252,252,0,1,0
2019-20,District,Bulloch County,All Column Values,Black,253,191,62,0.754940711,0.245059289
2019-20,District,Effingham County,All Column Values,Economically Disadvantaged,253,212,41,0.837944664,0.162055336
2019-20,District,Gilmer County,All Column Values,Students without Disability,253,229,24,0.90513834,0.09486166
2019-20,District,Liberty County,All Column Values,Not Economically Disadvantaged,253,241,12,0.95256917,0.04743083
2019-20,District,Griffin-Spalding County,All Column Values,White,253,230,23,0.909090909,0.090909091
2019-20,District,Worth County,All Column Values,All Students,253,191,62,0.754940711,0.245059289
2019-20,School,Bryan County,Richmond Hill High School,Female,253,245,8,0.968379447,0.031620553
2019-20,School,Dougherty County,Dougherty Comprehensive High School,Black,253,217,36,0.85770751,0.14229249
2019-20,School,Douglas County,New Manchester High School,Economically Disadvantaged,253,215,38,0.849802372,0.150197628
2019-20,School,Gilmer County,Gilmer High School,Students without Disability,253,229,24,0.90513834,0.09486166
2019-20,School,Glynn County,Glynn Academy,White,253,246,7,0.972332016,0.027667984
2019-20,School,Paulding County,East Paulding High School,White,253,235,18,0.928853755,0.071146245
2019-20,School,Walker County,Ridgeland High School,Students without Disability,253,233,20,0.920948617,0.079051383
2019-20,School,Walton County,Loganville High School,Not Economically Disadvantaged,253,245,8,0.968379447,0.031620553
2019-20,District,Sumter County,All Column Values,Students without Disability,254,238,16,0.937007874,0.062992126
2019-20,School,Bulloch County,Southeast Bulloch High School,All Students,254,228,26,0.897637795,0.102362205
2019-20,School,Fulton County,Milton High School,Male,254,246,8,0.968503937,0.031496063
2019-20,School,Dalton Public Schools,Dalton High School,Female,254,244,10,0.960629921,0.039370079
2019-20,District,Walton County,All Column Values,Black,255,230,25,0.901960784,0.098039216
2019-20,School,Clayton County,Morrow High School,Black,255,209,46,0.819607843,0.180392157
2019-20,School,Henry County,Eagle's Landing High School,Black,255,223,32,0.874509804,0.125490196
2019-20,School,Thomas County,Thomas County Central High School,Students without Disability,255,251,4,0.984313725,0.015686275
2019-20,School,Whitfield County,Southeast Whitfield County High School,Students without Disability,255,234,21,0.917647059,0.082352941
2019-20,District,Pierce County,All Column Values,Students without Disability,256,227,29,0.88671875,0.11328125
2019-20,District,State Charter Schools- Georgia Connections Academy,All Column Values,Male,256,113,143,0.44140625,0.55859375
2019-20,School,Fulton County,Cambridge High School,Male,256,251,5,0.98046875,0.01953125
2019-20,School,Lee County,Lee County High School,Male,256,235,21,0.91796875,0.08203125
2019-20,School,Pierce County,Pierce County High School,Students without Disability,256,227,29,0.88671875,0.11328125
2019-20,School,State Charter Schools- Georgia Connections Academy,Georgia Connections Academy,Male,256,113,143,0.44140625,0.55859375
2019-20,District,Burke County,All Column Values,Students without Disability,257,240,17,0.93385214,0.06614786
2019-20,School,Burke County,Burke County High School,Students without Disability,257,240,17,0.93385214,0.06614786
2019-20,School,Catoosa County,Lakeview-Fort Oglethorpe High School,All Students,257,208,49,0.809338521,0.190661479
2019-20,School,DeKalb County,Tucker High School,Black,257,209,48,0.813229572,0.186770428
2019-20,School,Fayette County,Sandy Creek High School,All Students,257,217,40,0.844357977,0.155642023
2019-20,School,Fulton County,Roswell High School,Female,257,235,22,0.914396887,0.085603113
2019-20,School,Fulton County,Centennial High School,Female,257,240,17,0.93385214,0.06614786
2019-20,School,Gwinnett County,Central Gwinnett High School,Male,257,189,68,0.73540856,0.26459144
2019-20,District,Peach County,All Column Values,All Students,258,226,32,0.875968992,0.124031008
2019-20,District,Peach County,All Column Values,Economically Disadvantaged,258,226,32,0.875968992,0.124031008
2019-20,School,Cobb County,South Cobb High School,Female,258,236,22,0.914728682,0.085271318
2019-20,School,Dougherty County,Dougherty Comprehensive High School,Students without Disability,258,217,41,0.841085271,0.158914729
2019-20,School,Douglas County,Douglas County High School,Male,258,212,46,0.821705426,0.178294574
2019-20,School,Peach County,Peach County High School,All Students,258,226,32,0.875968992,0.124031008
2019-20,School,Peach County,Peach County High School,Economically Disadvantaged,258,226,32,0.875968992,0.124031008
2019-20,District,Monroe County,All Column Values,Students without Disability,259,247,12,0.953667954,0.046332046
2019-20,District,Walker County,All Column Values,Female,259,238,21,0.918918919,0.081081081
2019-20,School,Savannah-Chatham County,New Hampstead High School,Students without Disability,259,248,11,0.957528958,0.042471042
2019-20,School,DeKalb County,Dunwoody High School,Male,259,218,41,0.841698842,0.158301158
2019-20,School,Henry County,Stockbridge High School,Black,259,223,36,0.861003861,0.138996139
2019-20,School,Monroe County,Mary Persons High School,Students without Disability,259,247,12,0.953667954,0.046332046
2019-20,District,Crisp County,All Column Values,Students without Disability,260,240,20,0.923076923,0.076923077
2019-20,School,Cherokee County,Creekview High School,Female,260,251,9,0.965384615,0.034615385
2019-20,School,Cobb County,Hillgrove High School,White,260,250,10,0.961538462,0.038461538
2019-20,School,Crisp County,Crisp County High School,Students without Disability,260,240,20,0.923076923,0.076923077
2019-20,District,Glynn County,All Column Values,Black,261,240,21,0.91954023,0.08045977
2019-20,District,Gainesville City,All Column Values,Female,261,239,22,0.915708812,0.084291188
2019-20,School,Bibb County,Westside High School,Students without Disability,261,181,80,0.69348659,0.30651341
2019-20,School,Carroll County,Central High School,Students without Disability,261,245,16,0.938697318,0.061302682
2019-20,School,Cobb County,North Cobb High School,Black,261,247,14,0.946360153,0.053639847
2019-20,School,DeKalb County,Miller Grove High School,Students without Disability,261,204,57,0.781609195,0.218390805
2019-20,School,DeKalb County,Chamblee Charter High School,Not Economically Disadvantaged,261,230,31,0.881226054,0.118773946
2019-20,School,Rockdale County,Heritage High School,Black,261,234,27,0.896551724,0.103448276
2019-20,School,Gainesville City,Gainesville High School,Female,261,239,22,0.915708812,0.084291188
2019-20,District,Baldwin County,All Column Values,Students without Disability,262,224,38,0.854961832,0.145038168
2019-20,District,Lee County,All Column Values,Male,262,235,27,0.896946565,0.103053435
2019-20,School,Baldwin County,Baldwin High School,Students without Disability,262,224,38,0.854961832,0.145038168
2019-20,School,DeKalb County,Stone Mountain High School,Students without Disability,262,191,71,0.729007634,0.270992366
2019-20,School,Forsyth County,South Forsyth High School,Male,262,257,5,0.980916031,0.019083969
2019-20,School,Gordon County,Sonoraville High School,Students without Disability,262,244,18,0.93129771,0.06870229
2019-20,School,Gwinnett County,Shiloh High School,Female,262,212,50,0.809160305,0.190839695
2019-20,School,Richmond County,Cross Creek High School,All Students,262,225,37,0.858778626,0.141221374
2019-20,School,Richmond County,Cross Creek High School,Economically Disadvantaged,262,225,37,0.858778626,0.141221374
2019-20,District,Pike County,All Column Values,All Students,263,251,12,0.954372624,0.045627376
2019-20,School,Hall County,Flowery Branch High,Not Economically Disadvantaged,263,255,8,0.969581749,0.030418251
2019-20,School,Henry County,Dutchtown High,Not Economically Disadvantaged,263,246,17,0.935361217,0.064638783
2019-20,School,Clayton County,Mundy's Mill High School,Black,264,230,34,0.871212121,0.128787879
2019-20,School,Gwinnett County,Grayson High School,Economically Disadvantaged,264,242,22,0.916666667,0.083333333
2019-20,School,Savannah-Chatham County,Jenkins High School,All Students,265,235,30,0.886792453,0.113207547
2019-20,School,Cobb County,Pope High School,Male,265,252,13,0.950943396,0.049056604
2019-20,School,Columbia County,Greenbrier High School,White,265,262,3,0.988679245,0.011320755
2019-20,School,Richmond County,Hephzibah High School,All Students,265,218,47,0.822641509,0.177358491
2019-20,School,Richmond County,Hephzibah High School,Economically Disadvantaged,265,218,47,0.822641509,0.177358491
2019-20,District,Calhoun City,All Column Values,All Students,266,266,0,1,0
2019-20,School,Fulton County,Langston Hughes High School,Economically Disadvantaged,266,224,42,0.842105263,0.157894737
2019-20,School,Richmond County,Academy of Richmond County High School,Students without Disability,266,246,20,0.92481203,0.07518797
2019-20,School,Calhoun City,Calhoun High School,All Students,266,266,0,1,0
2019-20,School,Barrow County,Apalachee High School,Not Economically Disadvantaged,267,215,52,0.805243446,0.194756554
2019-20,School,DeKalb County,Cedar Grove High School,Black,267,225,42,0.842696629,0.157303371
2019-20,School,Fulton County,Skyview High School,All Students,267,26,241,0.097378277,0.902621723
2019-20,School,Habersham County,Habersham Central High School,White,267,261,6,0.97752809,0.02247191
2019-20,School,Hall County,West Hall High School,All Students,267,255,12,0.95505618,0.04494382
2019-20,School,Walker County,LaFayette High School,All Students,267,237,30,0.887640449,0.112359551
2019-20,District,McDuffie County,All Column Values,Economically Disadvantaged,268,222,46,0.828358209,0.171641791
2019-20,District,Jefferson City,All Column Values,Students without Disability,268,267,1,0.996268657,0.003731343
2019-20,School,Hall County,North Hall High School,Students without Disability,268,255,13,0.951492537,0.048507463
2019-20,School,Henry County,Luella High School,Students without Disability,268,239,29,0.891791045,0.108208955
2019-20,School,McDuffie County,Thomson High School,Economically Disadvantaged,268,222,46,0.828358209,0.171641791
2019-20,School,Jefferson City,Jefferson High School,Students without Disability,268,267,1,0.996268657,0.003731343
2019-20,District,Dawson County,All Column Values,All Students,269,258,11,0.959107807,0.040892193
2019-20,District,Houston County,All Column Values,Students with Disability,269,218,51,0.810408922,0.189591078
2019-20,District,Paulding County,All Column Values,Students with Disability,269,224,45,0.832713755,0.167286245
2019-20,School,Cobb County,Sprayberry High School,Not Economically Disadvantaged,269,252,17,0.936802974,0.063197026
2019-20,School,Columbia County,Lakeside High School,White,269,246,23,0.914498141,0.085501859
2019-20,School,Dawson County,Dawson County High School,All Students,269,258,11,0.959107807,0.040892193
2019-20,School,Walton County,Monroe Area High School,All Students,269,249,20,0.925650558,0.074349442
2019-20,School,Atlanta Public Schools,North Atlanta High School,Male,269,240,29,0.892193309,0.107806691
2019-20,School,Clayton County,Charles R. Drew High School,Students without Disability,270,213,57,0.788888889,0.211111111
2019-20,School,Cobb County,Kell High School,Not Economically Disadvantaged,270,257,13,0.951851852,0.048148148
2019-20,School,Columbia County,Harlem High School,All Students,270,249,21,0.922222222,0.077777778
2019-20,School,DeKalb County,Lakeside High School,Female,270,235,35,0.87037037,0.12962963
2019-20,School,Fayette County,Starrs Mill High School,White,270,264,6,0.977777778,0.022222222
2019-20,School,Fulton County,Johns Creek High School,Male,270,262,8,0.97037037,0.02962963
2019-20,School,Henry County,Hampton High School,Students without Disability,270,239,31,0.885185185,0.114814815
2019-20,School,Jackson County,Jackson County Comprehensive High School,All Students,270,250,20,0.925925926,0.074074074
2019-20,School,Troup County,LaGrange High School,Students without Disability,270,225,45,0.833333333,0.166666667
2019-20,District,McDuffie County,All Column Values,All Students,271,222,49,0.819188192,0.180811808
2019-20,District,Decatur City,All Column Values,Not Economically Disadvantaged,271,261,10,0.963099631,0.036900369
2019-20,School,Catoosa County,Heritage High School,Students without Disability,271,250,21,0.922509225,0.077490775
2019-20,School,Clarke County,Cedar Shoals High School,Students without Disability,271,213,58,0.78597786,0.21402214
2019-20,School,DeKalb County,Southwest DeKalb High School,Students without Disability,271,240,31,0.885608856,0.114391144
2019-20,School,Fulton County,Westlake High School,Female,271,263,8,0.970479705,0.029520295
2019-20,School,Henry County,Ola High School,White,271,259,12,0.955719557,0.044280443
2019-20,School,Laurens County,West Laurens High School,Students without Disability,271,248,23,0.915129151,0.084870849
2019-20,School,McDuffie County,Thomson High School,All Students,271,222,49,0.819188192,0.180811808
2019-20,School,Rockdale County,Rockdale County High School,Male,271,232,39,0.856088561,0.143911439
2019-20,School,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",Black,271,220,51,0.811808118,0.188191882
2019-20,School,Decatur City,Decatur High School,Not Economically Disadvantaged,271,261,10,0.963099631,0.036900369
2019-20,District,Emanuel County,All Column Values,All Students,272,229,43,0.841911765,0.158088235
2019-20,District,Emanuel County,All Column Values,Economically Disadvantaged,272,229,43,0.841911765,0.158088235
2019-20,District,Pickens County,All Column Values,Students without Disability,272,258,14,0.948529412,0.051470588
2019-20,School,Bibb County,Central High School,All Students,272,224,48,0.823529412,0.176470588
2019-20,School,Bibb County,Central High School,Economically Disadvantaged,272,224,48,0.823529412,0.176470588
2019-20,School,Cherokee County,Etowah High School,Female,272,258,14,0.948529412,0.051470588
2019-20,School,Clayton County,Mundy's Mill High School,Students without Disability,272,238,34,0.875,0.125
2019-20,School,Dougherty County,Monroe High School,Students without Disability,272,218,54,0.801470588,0.198529412
2019-20,School,Muscogee County,Northside High School,Not Economically Disadvantaged,272,259,13,0.952205882,0.047794118
2019-20,School,Pickens County,Pickens County High School,Students without Disability,272,258,14,0.948529412,0.051470588
2019-20,District,Griffin-Spalding County,All Column Values,Not Economically Disadvantaged,273,258,15,0.945054945,0.054945055
2019-20,School,Cherokee County,Woodstock High School,Female,273,266,7,0.974358974,0.025641026
2019-20,School,DeKalb County,Stone Mountain High School,Economically Disadvantaged,273,200,73,0.732600733,0.267399267
2019-20,School,Glynn County,Glynn Academy,Not Economically Disadvantaged,273,266,7,0.974358974,0.025641026
2019-20,School,Hall County,East Hall High School,All Students,273,245,28,0.897435897,0.102564103
2019-20,District,Douglas County,All Column Values,Students with Disability,274,204,70,0.744525547,0.255474453
2019-20,District,Grady County,All Column Values,All Students,274,246,28,0.897810219,0.102189781
2019-20,District,Grady County,All Column Values,Economically Disadvantaged,274,246,28,0.897810219,0.102189781
