report_school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,NEW YORK,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,All Students,88,88,0,1,0
2019-20,School,NEW YORK,THE GLOBAL LEARNING COLLABORATIVE,All Students,102,88,13,0.862745098,0.12745098
2019-20,School,NEW YORK,THE GLOBAL LEARNING COLLABORATIVE,All Students,102,88,13,0.862745098,0.12745098
2019-20,School,NEW YORK,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTICE,All Students,108,88,18,0.814814815,0.166666667
2019-20,School,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,All Students,117,88,11,0.752136752,0.094017094
2019-20,School,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,All Students,92,88,1,0.956521739,0.010869565
2019-20,School,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,All Students,92,88,1,0.956521739,0.010869565
2019-20,School,BRONX,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II,All Students,104,88,12,0.846153846,0.115384615
2019-20,School,BRONX,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II,All Students,104,88,12,0.846153846,0.115384615
2019-20,School,BRONX,MILLENIUM ART ACADEMY,All Students,104,88,4,0.846153846,0.038461538
2019-20,School,BRONX,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,All Students,111,88,20,0.792792793,0.18018018
2019-20,School,BRONX,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,All Students,111,88,20,0.792792793,0.18018018
2019-20,School,BRONX,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,All Students,100,88,11,0.88,0.11
2019-20,School,BRONX,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,All Students,100,88,11,0.88,0.11
2019-20,School,BRONX,MARIE CURIE HIGH SCH-NURSING  MEDICINE & APPLIED HLTH PROF (,All Students,114,88,12,0.771929825,0.105263158
2019-20,School,BRONX,BRONX COLLABORATIVE HIGH SCHOOL,All Students,123,88,30,0.715447154,0.243902439
2019-20,School,BRONX,BRONX COLLABORATIVE HIGH SCHOOL,All Students,123,88,30,0.715447154,0.243902439
2019-20,School,BRONX,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,All Students,91,88,3,0.967032967,0.032967033
2019-20,School,BRONX,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,All Students,91,88,3,0.967032967,0.032967033
2019-20,School,BRONX,EQUALITY CHARTER SCHOOL,All Students,93,88,1,0.946236559,0.010752688
2019-20,School,BRONX,EQUALITY CHARTER SCHOOL,All Students,93,88,1,0.946236559,0.010752688
2019-20,School,BRONX,MOTT HALL V,All Students,98,88,7,0.897959184,0.071428571
2019-20,School,BRONX,MOTT HALL V,All Students,98,88,7,0.897959184,0.071428571
2019-20,School,BRONX,FANNIE LOU HAMER FREEDOM SCHOOL,All Students,113,88,25,0.778761062,0.221238938
2019-20,School,BRONX,FANNIE LOU HAMER FREEDOM SCHOOL,All Students,113,88,25,0.778761062,0.221238938
2019-20,School,KINGS,BROOKLYN PROSPECT CHARTER SCHOOL,All Students,92,88,1,0.956521739,0.010869565
2019-20,School,KINGS,BROOKLYN PROSPECT CHARTER SCHOOL,All Students,92,88,0,0.956521739,0
2019-20,School,KINGS,BROOKLYN PROSPECT CHARTER SCHOOL,All Students,92,88,0,0.956521739,0
2019-20,School,KINGS,BROOKLYN PROSPECT CHARTER SCHOOL,All Students,92,88,1,0.956521739,0.010869565
2019-20,School,KINGS,EXCELLENCE GIRLS CHARTER SCHOOL,All Students,92,88,0,0.956521739,0
2019-20,School,KINGS,KINGSBOROUGH EARLY COLLEGE SCHOOL,All Students,88,88,0,1,0
2019-20,School,KINGS,KINGSBOROUGH EARLY COLLEGE SCHOOL,All Students,88,88,0,1,0
2019-20,School,KINGS,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE,All Students,93,88,1,0.946236559,0.010752688
2019-20,School,KINGS,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE,All Students,93,88,1,0.946236559,0.010752688
2019-20,School,QUEENS,HIGH SCHOOL OF APPLIED COMMUNICATIONS,All Students,95,88,6,0.926315789,0.063157895
2019-20,School,QUEENS,HIGH SCHOOL OF APPLIED COMMUNICATIONS,All Students,95,88,6,0.926315789,0.063157895
2019-20,School,NIAGARA,WILSON HIGH SCHOOL,All Students,97,88,9,0.907216495,0.092783505
2019-20,School,NIAGARA,WILSON HIGH SCHOOL,All Students,96,88,7,0.916666667,0.072916667
2019-20,School,NIAGARA,WILSON HIGH SCHOOL,All Students,97,88,9,0.907216495,0.092783505
2019-20,School,NIAGARA,WILSON HIGH SCHOOL,All Students,96,88,7,0.916666667,0.072916667
2019-20,School,RENSSELAER,HOOSICK FALLS HIGH SCHOOL,All Students,97,88,3,0.907216495,0.030927835
2019-20,School,RENSSELAER,HOOSICK FALLS HIGH SCHOOL,All Students,97,88,3,0.907216495,0.030927835
2019-20,School,SAINT LAWRENCE,H.C. WILLIAMS SENIOR HIGH SCHOOL,All Students,96,88,1,0.916666667,0.010416667
2019-20,School,SAINT LAWRENCE,H.C. WILLIAMS SENIOR HIGH SCHOOL,All Students,96,88,1,0.916666667,0.010416667
2019-20,School,TIOGA,NEWARK VALLEY SENIOR HIGH SCHOOL,All Students,97,88,6,0.907216495,0.06185567
2019-20,School,TIOGA,NEWARK VALLEY SENIOR HIGH SCHOOL,All Students,97,88,6,0.907216495,0.06185567
2019-20,School,WESTCHESTER,MARK TWAIN MIDDLE SCHOOL,All Students,90,88,1,0.977777778,0.011111111
2019-20,School,WESTCHESTER,MARK TWAIN MIDDLE SCHOOL,All Students,90,88,1,0.977777778,0.011111111
2019-20,School,WESTCHESTER,PALISADE PREPARATORY SCHOOL,All Students,101,88,11,0.871287129,0.108910891
2019-20,School,CHAUTAUQUA,SILVER CREEK HIGH SCHOOL,All Students,95,89,3,0.936842105,0.031578947
2019-20,School,CLINTON,SARANAC HIGH SCHOOL,All Students,98,89,7,0.908163265,0.071428571
2019-20,School,ERIE,HARVEY AUSTIN SCHOOL,All Students,104,89,8,0.855769231,0.076923077
2019-20,School,ERIE,HARVEY AUSTIN SCHOOL,All Students,104,89,8,0.855769231,0.076923077
2019-20,School,ERIE,HEALTH SCIENCES CHARTER SCHOOL,All Students,103,89,13,0.86407767,0.126213592
2019-20,School,ERIE,HEALTH SCIENCES CHARTER SCHOOL,All Students,103,89,13,0.86407767,0.126213592
2019-20,School,FRANKLIN,SALMON RIVER JUNIOR-SENIOR HIGH SCHOOL,All Students,101,89,9,0.881188119,0.089108911
2019-20,School,GENESEE,LE ROY JUNIOR-SENIOR HIGH SCHOOL,All Students,92,89,2,0.967391304,0.02173913
2019-20,School,GENESEE,LE ROY JUNIOR-SENIOR HIGH SCHOOL,All Students,92,89,2,0.967391304,0.02173913
2019-20,School,NEW YORK,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,All Students,192,89,89,0.463541667,0.463541667
2019-20,School,NEW YORK,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,All Students,192,89,89,0.463541667,0.463541667
2019-20,School,NEW YORK,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,All Students,97,89,7,0.917525773,0.072164948
2019-20,School,NEW YORK,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,All Students,97,89,7,0.917525773,0.072164948
2019-20,School,NEW YORK,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTICE,All Students,108,89,17,0.824074074,0.157407407
2019-20,School,NEW YORK,COLUMBIA SECONDARY SCHOOL FOR MATH  SCIENCE AND ENGINEERING,All Students,95,89,0,0.936842105,0
2019-20,School,NEW YORK,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Students,99,89,4,0.898989899,0.04040404
2019-20,School,NEW YORK,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Students,99,89,4,0.898989899,0.04040404
2019-20,School,BRONX,HEALTH OPPORTUNITIES PROGRAM,All Students,130,89,15,0.684615385,0.115384615
2019-20,School,BRONX,MILLENIUM ART ACADEMY,All Students,107,89,12,0.831775701,0.112149533
2019-20,School,BRONX,BRONX RIVER HIGH SCHOOL,All Students,116,89,15,0.767241379,0.129310345
2019-20,School,BRONX,DISCOVERY HS,All Students,106,89,15,0.839622642,0.141509434
2019-20,School,BRONX,DISCOVERY HS,All Students,106,89,15,0.839622642,0.141509434
2019-20,School,BRONX,ASTOR COLLEGIATE HIGH SCHOOL,All Students,108,89,3,0.824074074,0.027777778
2019-20,School,BRONX,EAST BRONX ACADEMY FOR THE FUTURE,All Students,112,89,15,0.794642857,0.133928571
2019-20,School,BRONX,EAST BRONX ACADEMY FOR THE FUTURE,All Students,112,89,15,0.794642857,0.133928571
2019-20,School,KINGS,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,All Students,96,89,6,0.927083333,0.0625
2019-20,School,KINGS,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,All Students,96,89,6,0.927083333,0.0625
2019-20,School,KINGS,EXCELLENCE GIRLS CHARTER SCHOOL,All Students,92,89,0,0.967391304,0
2019-20,School,KINGS,EAGLE ACADEMY FOR YOUNG MEN II,All Students,97,89,3,0.917525773,0.030927835
2019-20,School,QUEENS,PAN AMERICAN INTERNATIONAL HIGH SCHOOL-QUEENS,All Students,100,89,8,0.89,0.08
2019-20,School,QUEENS,PAN AMERICAN INTERNATIONAL HIGH SCHOOL-QUEENS,All Students,100,89,8,0.89,0.08
2019-20,School,QUEENS,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA,All Students,103,89,0,0.86407767,0
2019-20,School,QUEENS,EPIC HIGH SCHOOL - NORTH,All Students,117,89,11,0.760683761,0.094017094
2019-20,School,QUEENS,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,All Students,92,89,3,0.967391304,0.032608696
2019-20,School,QUEENS,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,All Students,92,89,3,0.967391304,0.032608696
2019-20,School,QUEENS,PREPARATORY ACADEMY FOR WRITERS,All Students,94,89,3,0.946808511,0.031914894
2019-20,School,QUEENS,PREPARATORY ACADEMY FOR WRITERS,All Students,94,89,3,0.946808511,0.031914894
2019-20,School,QUEENS,CAMBRIA HEIGHTS ACADEMY,All Students,94,89,2,0.946808511,0.021276596
2019-20,School,QUEENS,CAMBRIA HEIGHTS ACADEMY,All Students,94,89,2,0.946808511,0.021276596
2019-20,School,QUEENS,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,All Students,106,89,12,0.839622642,0.113207547
2019-20,School,ONONDAGA,JORDAN-ELBRIDGE HIGH SCHOOL,All Students,94,89,4,0.946808511,0.042553191
2019-20,School,ONONDAGA,JORDAN-ELBRIDGE HIGH SCHOOL,All Students,94,89,4,0.946808511,0.042553191
2019-20,School,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,All Students,106,89,17,0.839622642,0.160377358
2019-20,School,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,All Students,106,89,17,0.839622642,0.160377358
2019-20,School,SAINT LAWRENCE,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,All Students,105,89,13,0.847619048,0.123809524
2019-20,School,SAINT LAWRENCE,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,All Students,105,89,13,0.847619048,0.123809524
2019-20,School,SUFFOLK,EARL L VANDERMEULEN HIGH SCHOOL,All Students,89,89,0,1,0
2019-20,School,SUFFOLK,EARL L VANDERMEULEN HIGH SCHOOL,All Students,89,89,0,1,0
2019-20,School,SULLIVAN,SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,All Students,98,89,8,0.908163265,0.081632653
2019-20,School,SULLIVAN,SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,All Students,98,89,8,0.908163265,0.081632653
2019-20,School,WASHINGTON,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,All Students,99,89,8,0.898989899,0.080808081
2019-20,School,WASHINGTON,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,All Students,99,89,8,0.898989899,0.080808081
2019-20,School,WESTCHESTER,NORTH SALEM MIDDLE SCHOOL HIGH SCHOOL,All Students,92,89,3,0.967391304,0.032608696
2019-20,School,WESTCHESTER,NORTH SALEM MIDDLE SCHOOL HIGH SCHOOL,All Students,92,89,3,0.967391304,0.032608696
2019-20,School,COLUMBIA,TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,All Students,105,90,9,0.857142857,0.085714286
2019-20,School,COLUMBIA,TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,All Students,105,90,9,0.857142857,0.085714286
2019-20,School,ERIE,LAFAYETTE HIGH SCHOOL,All Students,140,90,41,0.642857143,0.292857143
2019-20,School,ERIE,LAFAYETTE HIGH SCHOOL,All Students,140,90,41,0.642857143,0.292857143
2019-20,School,ERIE,MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE),All Students,141,90,18,0.638297872,0.127659574
2019-20,School,ERIE,AKRON  HIGH SCHOOL,All Students,96,90,3,0.9375,0.03125
2019-20,School,ERIE,AKRON  HIGH SCHOOL,All Students,96,90,3,0.9375,0.03125
2019-20,School,GENESEE,LE ROY JUNIOR-SENIOR HIGH SCHOOL,All Students,91,90,1,0.989010989,0.010989011
2019-20,School,GENESEE,LE ROY JUNIOR-SENIOR HIGH SCHOOL,All Students,91,90,1,0.989010989,0.010989011
2019-20,School,MADISON,CANASTOTA HIGH SCHOOL,All Students,103,90,8,0.873786408,0.077669903
2019-20,School,MONTGOMERY,FONDA-FULTONVILLE SENIOR HIGH SCHOOL,All Students,98,90,5,0.918367347,0.051020408
2019-20,School,NEW YORK,EAST SIDE COMMUNITY HIGH SCHOOL,All Students,92,90,2,0.97826087,0.02173913
2019-20,School,NEW YORK,EAST SIDE COMMUNITY HIGH SCHOOL,All Students,92,90,2,0.97826087,0.02173913
2019-20,School,NEW YORK,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING,All Students,141,90,27,0.638297872,0.191489362
2019-20,School,NEW YORK,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,All Students,195,90,32,0.461538462,0.164102564
2019-20,School,NEW YORK,FRANK MCCOURT HIGH SCHOOL,All Students,91,90,1,0.989010989,0.010989011
2019-20,School,NEW YORK,FRANK MCCOURT HIGH SCHOOL,All Students,91,90,1,0.989010989,0.010989011
2019-20,School,NEW YORK,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,All Students,120,90,6,0.75,0.05
2019-20,School,NEW YORK,COLUMBIA SECONDARY SCHOOL FOR MATH  SCIENCE AND ENGINEERING,All Students,90,90,0,1,0
2019-20,School,NEW YORK,COLUMBIA SECONDARY SCHOOL FOR MATH  SCIENCE AND ENGINEERING,All Students,90,90,0,1,0
2019-20,School,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,All Students,94,90,1,0.957446809,0.010638298
2019-20,School,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,All Students,94,90,1,0.957446809,0.010638298
2019-20,School,BRONX,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,All Students,92,90,1,0.97826087,0.010869565
2019-20,School,BRONX,MILLENIUM ART ACADEMY,All Students,107,90,11,0.841121495,0.102803738
2019-20,School,BRONX,BRONX COLLABORATIVE HIGH SCHOOL,All Students,117,90,21,0.769230769,0.179487179
2019-20,School,BRONX,BRONX COLLABORATIVE HIGH SCHOOL,All Students,117,90,21,0.769230769,0.179487179
2019-20,School,BRONX,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,All Students,113,90,23,0.796460177,0.203539823
2019-20,School,BRONX,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,All Students,119,90,15,0.756302521,0.12605042
2019-20,School,BRONX,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,All Students,113,90,23,0.796460177,0.203539823
2019-20,School,BRONX,ASTOR COLLEGIATE HIGH SCHOOL,All Students,108,90,3,0.833333333,0.027777778
2019-20,School,KINGS,SCIENCE  TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS,All Students,90,90,0,1,0
2019-20,School,KINGS,SCIENCE  TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS,All Students,90,90,0,1,0
2019-20,School,QUEENS,EPIC HIGH SCHOOL - NORTH,All Students,117,90,11,0.769230769,0.094017094
2019-20,School,QUEENS,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,All Students,106,90,12,0.849056604,0.113207547
2019-20,School,RENSSELAER,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,All Students,103,90,4,0.873786408,0.038834951
2019-20,School,RENSSELAER,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,All Students,103,90,4,0.873786408,0.038834951
2019-20,School,WESTCHESTER,NORTH SALEM MIDDLE SCHOOL HIGH SCHOOL,All Students,92,90,2,0.97826087,0.02173913
2019-20,School,WESTCHESTER,NORTH SALEM MIDDLE SCHOOL HIGH SCHOOL,All Students,92,90,2,0.97826087,0.02173913
2019-20,School,CLINTON,SARANAC HIGH SCHOOL,All Students,106,91,11,0.858490566,0.103773585
2019-20,School,CLINTON,SARANAC HIGH SCHOOL,All Students,106,91,11,0.858490566,0.103773585
2019-20,School,COLUMBIA,HUDSON SENIOR HIGH SCHOOL,All Students,107,91,7,0.85046729,0.065420561
2019-20,School,COLUMBIA,HUDSON SENIOR HIGH SCHOOL,All Students,107,91,7,0.85046729,0.065420561
2019-20,School,ERIE,MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE),All Students,140,91,26,0.65,0.185714286
2019-20,School,ERIE,INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187,All Students,126,91,26,0.722222222,0.206349206
2019-20,School,MADISON,CANASTOTA HIGH SCHOOL,All Students,103,91,8,0.883495146,0.077669903
2019-20,School,MONROE,SCHOOL 58-WORLD OF INQUIRY SCHOOL,All Students,97,91,3,0.93814433,0.030927835
2019-20,School,MONROE,SCHOOL 58-WORLD OF INQUIRY SCHOOL,All Students,97,91,3,0.93814433,0.030927835
2019-20,School,MONTGOMERY,FONDA-FULTONVILLE SENIOR HIGH SCHOOL,All Students,98,91,5,0.928571429,0.051020408
2019-20,School,NEW YORK,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,All Students,106,91,12,0.858490566,0.113207547
2019-20,School,BRONX,SOUTH BRONX PREP SCHOOL,All Students,94,91,3,0.968085106,0.031914894
2019-20,School,BRONX,SOUTH BRONX PREP SCHOOL,All Students,94,91,3,0.968085106,0.031914894
2019-20,School,BRONX,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,All Students,92,91,1,0.989130435,0.010869565
2019-20,School,BRONX,UNIVERSITY PREP CHARTER HIGH SCHOOL,All Students,96,91,0,0.947916667,0
2019-20,School,BRONX,UNIVERSITY PREP CHARTER HIGH SCHOOL,All Students,96,91,0,0.947916667,0
2019-20,School,BRONX,BRONX RIVER HIGH SCHOOL,All Students,105,91,13,0.866666667,0.123809524
2019-20,School,BRONX,BRONX RIVER HIGH SCHOOL,All Students,105,91,13,0.866666667,0.123809524
2019-20,School,BRONX,MARIE CURIE HIGH SCH-NURSING  MEDICINE & APPLIED HLTH PROF (,All Students,120,91,26,0.758333333,0.216666667
2019-20,School,BRONX,MARIE CURIE HIGH SCH-NURSING  MEDICINE & APPLIED HLTH PROF (,All Students,114,91,12,0.798245614,0.105263158
2019-20,School,BRONX,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,All Students,95,91,4,0.957894737,0.042105263
2019-20,School,BRONX,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,All Students,95,91,4,0.957894737,0.042105263
2019-20,School,BRONX,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,All Students,91,91,0,1,0
2019-20,School,BRONX,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,All Students,91,91,0,1,0
2019-20,School,BRONX,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,All Students,104,91,10,0.875,0.096153846
2019-20,School,BRONX,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,All Students,104,91,10,0.875,0.096153846
2019-20,School,KINGS,BROOKLYN COMMUNITY ARTS AND MEDIA HIGH SCHOOL,All Students,100,91,6,0.91,0.06
2019-20,School,KINGS,SECONDARY SCHOOL FOR RESEARCH,All Students,98,91,6,0.928571429,0.06122449
2019-20,School,KINGS,SECONDARY SCHOOL FOR RESEARCH,All Students,98,91,6,0.928571429,0.06122449
2019-20,School,KINGS,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,All Students,96,91,0,0.947916667,0
2019-20,School,ULSTER,ONTEORA HIGH SCHOOL,All Students,98,91,2,0.928571429,0.020408163
2019-20,School,ULSTER,ONTEORA HIGH SCHOOL,All Students,98,91,2,0.928571429,0.020408163
2019-20,School,ALBANY,C A BOUTON MIDDLE SCHOOL HIGH SCHOOL,All Students,95,92,2,0.968421053,0.021052632
2019-20,School,ALBANY,C A BOUTON MIDDLE SCHOOL HIGH SCHOOL,All Students,95,92,2,0.968421053,0.021052632
2019-20,School,CATTARAUGUS,GOWANDA  HIGH SCHOOL,All Students,102,92,9,0.901960784,0.088235294
2019-20,School,CATTARAUGUS,GOWANDA  HIGH SCHOOL,All Students,102,92,9,0.901960784,0.088235294
2019-20,School,COLUMBIA,CHATHAM HIGH SCHOOL,All Students,98,92,5,0.93877551,0.051020408
2019-20,School,COLUMBIA,CHATHAM HIGH SCHOOL,All Students,98,92,5,0.93877551,0.051020408
2019-20,School,ERIE,BURGARD VOCATIONAL HIGH SCHOOL,All Students,168,92,64,0.547619048,0.380952381
2019-20,School,ERIE,BURGARD VOCATIONAL HIGH SCHOOL,All Students,168,92,64,0.547619048,0.380952381
2019-20,School,ERIE,INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187,All Students,126,92,26,0.73015873,0.206349206
2019-20,School,JEFFERSON,GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,All Students,95,92,3,0.968421053,0.031578947
2019-20,School,JEFFERSON,GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,All Students,95,92,3,0.968421053,0.031578947
2019-20,School,LIVINGSTON,DANSVILLE JUNIOR/SENIOR HIGH SCHOOL,All Students,102,92,10,0.901960784,0.098039216
2019-20,School,LIVINGSTON,DANSVILLE JUNIOR/SENIOR HIGH SCHOOL,All Students,102,92,10,0.901960784,0.098039216
2019-20,School,NEW YORK,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,All Students,106,92,12,0.867924528,0.113207547
2019-20,School,NEW YORK,RICHARD R GREEN HIGH SCHOOL OF TEACHING,All Students,115,92,20,0.8,0.173913043
2019-20,School,NEW YORK,RICHARD R GREEN HIGH SCHOOL OF TEACHING,All Students,115,92,20,0.8,0.173913043
2019-20,School,NEW YORK,FRANK MCCOURT HIGH SCHOOL,All Students,101,92,2,0.910891089,0.01980198
2019-20,School,NEW YORK,PARK EAST HIGH SCHOOL,All Students,92,92,0,1,0
2019-20,School,NEW YORK,PARK EAST HIGH SCHOOL,All Students,94,92,1,0.978723404,0.010638298
2019-20,School,NEW YORK,PARK EAST HIGH SCHOOL,All Students,94,92,1,0.978723404,0.010638298
2019-20,School,NEW YORK,PARK EAST HIGH SCHOOL,All Students,92,92,0,1,0
2019-20,School,NEW YORK,COLUMBIA SECONDARY SCHOOL FOR MATH  SCIENCE AND ENGINEERING,All Students,95,92,0,0.968421053,0
2019-20,School,NEW YORK,HIGH SCHOOL-LAW & PUBLIC SERVICE,All Students,140,92,37,0.657142857,0.264285714
2019-20,School,NEW YORK,HIGH SCHOOL-LAW & PUBLIC SERVICE,All Students,140,92,37,0.657142857,0.264285714
2019-20,School,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,All Students,106,92,0,0.867924528,0
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,All Students,132,92,29,0.696969697,0.21969697
2019-20,School,BRONX,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,All Students,132,92,29,0.696969697,0.21969697
2019-20,School,BRONX,HEALTH OPPORTUNITIES PROGRAM,All Students,136,92,42,0.676470588,0.308823529
2019-20,School,BRONX,HEALTH OPPORTUNITIES PROGRAM,All Students,130,92,15,0.707692308,0.115384615
2019-20,School,BRONX,HEALTH OPPORTUNITIES PROGRAM,All Students,136,92,42,0.676470588,0.308823529
2019-20,School,BRONX,UNIVERSITY PREP CHARTER HIGH SCHOOL,All Students,93,92,1,0.989247312,0.010752688
2019-20,School,BRONX,UNIVERSITY PREP CHARTER HIGH SCHOOL,All Students,93,92,1,0.989247312,0.010752688
2019-20,School,BRONX,BRONX RIVER HIGH SCHOOL,All Students,116,92,14,0.793103448,0.120689655
2019-20,School,BRONX,EXIMIUS COLLEGE PREPARATORY ACADEMY,All Students,114,92,12,0.807017544,0.105263158
2019-20,School,BRONX,EXIMIUS COLLEGE PREPARATORY ACADEMY,All Students,114,92,12,0.807017544,0.105263158
2019-20,School,BRONX,MARIE CURIE HIGH SCH-NURSING  MEDICINE & APPLIED HLTH PROF (,All Students,120,92,25,0.766666667,0.208333333
2019-20,School,BRONX,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,All Students,166,92,27,0.554216867,0.162650602
2019-20,School,BRONX,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIGH SCHOOL,All Students,105,92,7,0.876190476,0.066666667
2019-20,School,BRONX,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIGH SCHOOL,All Students,105,92,7,0.876190476,0.066666667
2019-20,School,BRONX,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,All Students,116,92,23,0.793103448,0.198275862
2019-20,School,BRONX,MOTT HALL V,All Students,98,92,6,0.93877551,0.06122449
2019-20,School,BRONX,MOTT HALL V,All Students,98,92,6,0.93877551,0.06122449
2019-20,School,KINGS,BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,All Students,95,92,3,0.968421053,0.031578947
2019-20,School,KINGS,BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,All Students,95,92,3,0.968421053,0.031578947
2019-20,School,KINGS,SCIENCE  TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS,All Students,93,92,0,0.989247312,0
2019-20,School,KINGS,SCIENCE  TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS,All Students,93,92,0,0.989247312,0
2019-20,School,KINGS,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,All Students,96,92,0,0.958333333,0
2019-20,School,QUEENS,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,All Students,107,92,11,0.859813084,0.102803738
2019-20,School,QUEENS,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,All Students,107,92,11,0.859813084,0.102803738
2019-20,School,QUEENS,INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS,All Students,98,92,4,0.93877551,0.040816327
2019-20,School,QUEENS,INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS,All Students,98,92,4,0.93877551,0.040816327
